Date,High,Low,Open,Close,Volume,Adj Close,50ma,100ma,200ma,Symbol
2019-01-03,309.3999938964844,297.3800048828125,307.0,300.3599853515625,6965200,300.3599853515625,300.3599853515625,300.3599853515625,300.3599853515625,TSLA
2019-01-04,318.0,302.7300109863281,306.0,317.69000244140625,7394100,317.69000244140625,309.0249938964844,309.0249938964844,309.0249938964844,TSLA
2019-01-07,336.739990234375,317.75,321.7200012207031,334.9599914550781,7551200,334.9599914550781,317.6699930826823,317.6699930826823,317.6699930826823,TSLA
2019-01-08,344.010009765625,327.0199890136719,341.9599914550781,335.3500061035156,7008500,335.3500061035156,322.0899963378906,322.0899963378906,322.0899963378906,TSLA
2019-01-09,343.5,331.4700012207031,335.5,338.5299987792969,5432900,338.5299987792969,325.37799682617185,325.37799682617185,325.37799682617185,TSLA
2019-01-10,345.3900146484375,331.7900085449219,334.3999938964844,344.9700012207031,6056400,344.9700012207031,328.64333089192706,328.64333089192706,328.64333089192706,TSLA
2019-01-11,348.4100036621094,338.7699890136719,342.0899963378906,347.260009765625,5039100,347.260009765625,331.3028564453125,331.3028564453125,331.3028564453125,TSLA
2019-01-14,342.5,334.0,342.3800048828125,334.3999938964844,5247300,334.3999938964844,331.689998626709,331.689998626709,331.689998626709,TSLA
2019-01-15,348.79998779296875,334.5,335.0,344.42999267578125,6056600,344.42999267578125,333.10555352105035,333.10555352105035,333.10555352105035,TSLA
2019-01-16,352.0,343.5,344.7799987792969,346.04998779296875,4691700,346.04998779296875,334.3999969482422,334.3999969482422,334.3999969482422,TSLA
2019-01-17,351.5,344.1499938964844,346.2099914550781,347.30999755859375,3676700,347.30999755859375,335.57363336736506,335.57363336736506,335.57363336736506,TSLA
2019-01-18,327.1300048828125,299.7300109863281,323.0,302.260009765625,24150800,302.260009765625,332.79749806722003,332.79749806722003,332.79749806722003,TSLA
2019-01-22,308.0,295.5,304.82000732421875,298.9200134277344,12066700,298.9200134277344,330.19153771033655,330.19153771033655,330.19153771033655,TSLA
2019-01-23,294.5,281.69000244140625,292.5,287.5899963378906,12530000,287.5899963378906,327.1485704694475,327.1485704694475,327.1485704694475,TSLA
2019-01-24,293.67999267578125,279.2799987792969,283.0299987792969,291.510009765625,8012200,291.510009765625,324.772666422526,324.772666422526,324.772666422526,TSLA
2019-01-25,298.5199890136719,289.54998779296875,294.3900146484375,297.0400085449219,7249600,297.0400085449219,323.0393753051758,323.0393753051758,323.0393753051758,TSLA
2019-01-28,297.4599914550781,287.75,292.9100036621094,296.3800048828125,6423300,296.3800048828125,321.47117704503677,321.47117704503677,321.47117704503677,TSLA
2019-01-29,298.55999755859375,291.79998779296875,295.2699890136719,297.4599914550781,4621700,297.4599914550781,320.13722229003906,320.13722229003906,320.13722229003906,TSLA
2019-01-30,309.0,298.489990234375,300.45001220703125,308.7699890136719,11250300,308.7699890136719,319.5389468544408,319.5389468544408,319.5389468544408,TSLA
2019-01-31,311.55999755859375,294.0,301.0,307.0199890136719,12569200,307.0199890136719,318.91299896240236,318.91299896240236,318.91299896240236,TSLA
2019-02-01,316.1000061035156,303.5,305.4200134277344,312.2099914550781,7283400,312.2099914550781,318.59380812872024,318.59380812872024,318.59380812872024,TSLA
2019-02-04,315.29998779296875,301.8800048828125,312.9800109863281,312.8900146484375,7352100,312.8900146484375,318.3345447887074,318.3345447887074,318.3345447887074,TSLA
2019-02-05,322.44000244140625,312.25,312.489990234375,321.3500061035156,6742800,321.3500061035156,318.4656518023947,318.4656518023947,318.4656518023947,TSLA
2019-02-06,324.239990234375,315.6199951171875,319.5899963378906,317.2200012207031,5038500,317.2200012207031,318.4137496948242,318.4137496948242,318.4137496948242,TSLA
2019-02-07,314.70001220703125,303.0,313.29998779296875,307.510009765625,6520600,307.510009765625,317.97760009765625,317.97760009765625,317.97760009765625,TSLA
2019-02-08,307.45001220703125,298.5,306.8299865722656,305.79998779296875,5844200,305.79998779296875,317.5092303936298,317.5092303936298,317.5092303936298,TSLA
2019-02-11,318.6000061035156,310.5,311.6000061035156,312.8399963378906,7129700,312.8399963378906,317.3362957989728,317.3362957989728,317.3362957989728,TSLA
2019-02-12,318.19000244140625,309.6199951171875,316.20001220703125,311.80999755859375,5517600,311.80999755859375,317.1389280046736,317.1389280046736,317.1389280046736,TSLA
2019-02-13,312.75,305.57000732421875,312.3500061035156,308.1700134277344,5141600,308.1700134277344,316.82965508822736,316.82965508822736,316.82965508822736,TSLA
2019-02-14,306.7699890136719,301.0,303.3800048828125,303.7699890136719,5200800,303.7699890136719,316.3943328857422,316.3943328857422,316.3943328857422,TSLA
2019-02-15,308.0,303.8999938964844,304.5,307.8800048828125,3904900,307.8800048828125,316.1196771437122,316.1196771437122,316.1196771437122,TSLA
2019-02-19,311.5400085449219,305.4700012207031,306.55999755859375,305.6400146484375,4168400,305.6400146484375,315.79218769073486,315.79218769073486,315.79218769073486,TSLA
2019-02-20,306.29998779296875,299.0,304.4100036621094,302.55999755859375,7142100,302.55999755859375,315.3912122321851,315.3912122321851,315.3912122321851,TSLA
2019-02-21,303.239990234375,290.5,301.80999755859375,291.2300109863281,8909200,291.2300109863281,314.6805886661305,314.6805886661305,314.6805886661305,TSLA
2019-02-22,296.5,292.1000061035156,294.489990234375,294.7099914550781,5740600,294.7099914550781,314.1100001743862,314.1100001743862,314.1100001743862,TSLA
2019-02-25,302.8999938964844,297.0,297.9100036621094,298.7699890136719,6626500,298.7699890136719,313.6838887532552,313.6838887532552,313.6838887532552,TSLA
2019-02-26,302.010009765625,288.7699890136719,292.2200012207031,297.8599853515625,8582500,297.8599853515625,313.2562156883446,313.2562156883446,313.2562156883446,TSLA
2019-02-27,316.29998779296875,300.54998779296875,301.7799987792969,314.739990234375,11183900,314.739990234375,313.2952623869243,313.2952623869243,313.2952623869243,TSLA
2019-02-28,320.0,310.80999755859375,318.9200134277344,319.8800048828125,10520700,319.8800048828125,313.46410193810095,313.46410193810095,313.46410193810095,TSLA
2019-03-01,307.1300048828125,291.8999938964844,306.94000244140625,294.7900085449219,22911400,294.7900085449219,312.9972496032715,312.9972496032715,312.9972496032715,TSLA
2019-03-04,299.0,282.7799987792969,298.1199951171875,285.3599853515625,17096800,285.3599853515625,312.32316998737616,312.32316998737616,312.32316998737616,TSLA
2019-03-05,284.0,270.1000061035156,282.0,276.5400085449219,18764700,276.5400085449219,311.47118995303197,311.47118995303197,311.47118995303197,TSLA
