Date,High,Low,Open,Close,Volume,Adj Close,50ma,100ma,200ma,Symbol
2018-12-31,1520.760009765625,1487.0,1510.800048828125,1501.969970703125,6954500,1501.969970703125,1501.969970703125,1501.969970703125,1501.969970703125,AMZN
2019-01-02,1553.3599853515625,1460.9300537109375,1465.199951171875,1539.1300048828125,7983100,1539.1300048828125,1520.5499877929688,1520.5499877929688,1520.5499877929688,AMZN
2019-01-03,1538.0,1497.1099853515625,1520.010009765625,1500.280029296875,6975600,1500.280029296875,1513.7933349609375,1513.7933349609375,1513.7933349609375,AMZN
2019-01-04,1594.0,1518.31005859375,1530.0,1575.3900146484375,9182600,1575.3900146484375,1529.1925048828125,1529.1925048828125,1529.1925048828125,AMZN
2019-01-07,1634.56005859375,1589.18994140625,1602.31005859375,1629.510009765625,7993200,1629.510009765625,1549.256005859375,1549.256005859375,1549.256005859375,AMZN
2019-01-08,1676.6099853515625,1616.6099853515625,1664.68994140625,1656.5799560546875,8881400,1656.5799560546875,1567.143330891927,1567.143330891927,1567.143330891927,AMZN
2019-01-09,1667.800048828125,1641.4000244140625,1652.97998046875,1659.4200439453125,6348800,1659.4200439453125,1580.325718470982,1580.325718470982,1580.325718470982,AMZN
2019-01-10,1663.25,1621.6199951171875,1641.010009765625,1656.219970703125,6507700,1656.219970703125,1589.8125,1589.8125,1589.8125,AMZN
2019-01-11,1660.2900390625,1636.219970703125,1640.550048828125,1640.56005859375,4686200,1640.56005859375,1595.4511176215278,1595.4511176215278,1595.4511176215278,AMZN
2019-01-14,1648.199951171875,1595.1500244140625,1615.0,1617.2099609375,6005900,1617.2099609375,1597.627001953125,1597.627001953125,1597.627001953125,AMZN
2019-01-15,1675.1600341796875,1626.010009765625,1632.0,1674.56005859375,5998500,1674.56005859375,1604.6209161931818,1604.6209161931818,1604.6209161931818,AMZN
2019-01-16,1705.0,1675.8800048828125,1684.219970703125,1683.780029296875,6366900,1683.780029296875,1611.217508951823,1611.217508951823,1611.217508951823,AMZN
2019-01-17,1700.1700439453125,1677.5,1680.0,1693.219970703125,4208900,1693.219970703125,1617.525390625,1617.525390625,1617.525390625,AMZN
2019-01-18,1716.199951171875,1691.5400390625,1712.0,1696.199951171875,6020500,1696.199951171875,1623.1450020926338,1623.1450020926338,1623.1450020926338,AMZN
2019-01-22,1681.8699951171875,1610.199951171875,1681.0,1632.1700439453125,6416800,1632.1700439453125,1623.746671549479,1623.746671549479,1623.746671549479,AMZN
2019-01-23,1657.4300537109375,1612.0,1656.0,1640.02001953125,5225200,1640.02001953125,1624.7637557983398,1624.7637557983398,1624.7637557983398,AMZN
2019-01-24,1657.260009765625,1631.780029296875,1641.0699462890625,1654.9300537109375,4089900,1654.9300537109375,1626.5382439108455,1626.5382439108455,1626.5382439108455,AMZN
2019-01-25,1683.47998046875,1661.6099853515625,1670.5,1670.5699462890625,4945900,1670.5699462890625,1628.9844495985244,1628.9844495985244,1628.9844495985244,AMZN
2019-01-28,1645.0,1614.0899658203125,1643.5899658203125,1637.8900146484375,4837700,1637.8900146484375,1629.4531635485198,1629.4531635485198,1629.4531635485198,AMZN
2019-01-29,1632.3800048828125,1590.719970703125,1631.27001953125,1593.8800048828125,4632800,1593.8800048828125,1627.6745056152345,1627.6745056152345,1627.6745056152345,AMZN
2019-01-30,1676.949951171875,1619.6800537109375,1623.0,1670.4300537109375,5783800,1670.4300537109375,1629.710484095982,1629.710484095982,1629.710484095982,AMZN
2019-01-31,1736.4100341796875,1679.0799560546875,1692.8499755859375,1718.72998046875,10910300,1718.72998046875,1633.7568248401988,1633.7568248401988,1633.7568248401988,AMZN
